test_id,category,subcategory,language,question_type,patient_question,conversation_context,actual_answer,expected_answer_summary,result,severity,accuracy_score,completeness_score,clarity_score,patient_friendliness_score,safety_score,groundedness_score,actionability_score,root_cause,source_required,recommended_fix,retest_result,notes
"MT22.t2","MULTITURN","RUNTIME","EN","multi-turn","Can someone call me?","conversation MT22","Would you like me to ask the ITERA care team to call you?","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"MT22.t3","MULTITURN","LEAK","EN","multi-turn","Today?","conversation MT22","Coverage is not permanent. A policy active at the last check may not be active today, and a patient who moves from Original Medicare to Medicare Advantage has changed something more fundamental than a price. When a patient says their insurance has changed, coverage must be verified again before any amount is stated.","","PARTIAL","P3","3","2","3","3","4","3","2","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","PARTIAL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT22.t4","MULTITURN","PROSE","EN","multi-turn","What number will they use?","conversation MT22","Being asked for an A1c does not mean you have diabetes. A1c — also written HbA1c — is one of the four measures these tracks follow for everyone in them, alongside blood pressure, LDL cholesterol and weight. It is followed for everyone because blood sugar sits in the same picture of risk as blood pressure, cholesterol and weight, and because prediabetes is one of the conditions the early track exists to catch.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT23.t1","MULTITURN","LEAK","EN","multi-turn","I already have a nurse from my insurance.","conversation MT23","What a particular A1c result means for a particular patient belongs to their care team. Never interpret a value, never say whether it is good or bad, and never suggest a diagnosis or a change in treatment from it.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT23.t2","MULTITURN","LEAK","EN","multi-turn","Is this the same?","conversation MT23","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: ACCESS is a Medicare care option that offers extra, technology-supported help with long-term conditions like high blood pressure, between your regular doctor visits. It does not replace your current doctors or insurance "
"MT23.t3","MULTITURN","RUNTIME","EN","multi-turn","Will they both call me?","conversation MT23","Would you like me to ask the ITERA care team to call you?","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"MT23.t4","MULTITURN","PROSE","EN","multi-turn","Do I have to pick one?","conversation MT23","A patient can qualify for more than one track, and CMS permits participation in different tracks. Which tracks apply, and which organisations are available for them, has to be checked rather than assumed.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: No, you do not have to pick one. ACCESS is a Medicare care option that works with your current doctors and insurance. It offers extra support for managing long-term conditions."
"MT24.t1","MULTITURN","LEAK","EN","multi-turn","Good morning.","conversation MT24","What a particular A1c result means for a particular patient belongs to their care team. Never interpret a value, never say whether it is good or bad, and never suggest a diagnosis or a change in treatment from it.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"MT24.t2","MULTITURN","LEAK","EN","multi-turn","I have a question about my care.","conversation MT24","Explain the care plan as a coordinated set of clinical guidance, goals, practical next steps and support. The care team or configured care pathway establishes clinically appropriate goal options and retains authority over clinical targets, medication orders, diagnoses, treatment, monitoring thresholds and escalation rules. Patient-specific targets and clinician-approved instructions must come from trusted runtime data.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I can help with questions about your care. What would you like to know?"
"MT24.t3","MULTITURN","RUNTIME","EN","multi-turn","It is about the cost.","conversation MT24","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"MT24.t4","MULTITURN","LEAK","EN","multi-turn","Never mind, tell me about my goals instead.","conversation MT24","Patient goals belong to the patient and are distinct from clinical targets. The patient can identify what matters, prioritize goals, build personal action plans, report progress and barriers, and request support. Clinical targets, escalation thresholds and CMS outcomes remain governed separately.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Your goals are what you want to work toward in your daily life. Your care team helps you build a plan around what matters most to you. You can change your personal goals later, and telling us what is making something har"
"MT25.t1","MULTITURN","LEAK","EN","multi-turn","Is my information safe?","conversation MT25","Three patient responses must remain distinct: - Yes, everything is correct = patient confirms the information shown. - No, something changed = capture a patient-reported update for review; do not silently overwrite the clinical record. - I need help reviewing it = record uncertainty/help request; do not treat it as confirmation. A care-setup step may be completed even when the information itself is not clinically confirmed.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Your health information is used to provide and coordinate your care. It is protected under HIPAA, which stands for the Health Insurance Portability and Accountability Act. This law sets national standards to protect your"
"MT25.t2","MULTITURN","LEAK","EN","multi-turn","Who at ITERA can read it?","conversation MT25","Canonical public-facing company reference for EMMI. Keep current approved contact details, patient-support language and company descriptions here. Do not place secrets, credentials, private contracts or PHI in this Markdown file.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: Your ITERA care team and your other doctors see your information to help coordinate your care. Medicare also receives the information it needs to run and evaluate the program. Your information is not sold."
"MT25.t3","MULTITURN","PROSE","EN","multi-turn","What about the government?","conversation MT25","ACCESS is a Medicare care option that provides extra support between doctor visits. Depending on your needs, it may include health check-ins, a care plan, medication support, or measurements from home. Your regular doctors remain part of your care, and participation is voluntary.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: ACCESS is a Medicare care option created and run by CMS, the federal agency for Medicare. It offers extra, technology-supported help with long-term conditions between your regular doctor visits. Taking part is voluntary,"
"MT25.t4","MULTITURN","TOOL_LEAK","EN","multi-turn","Can I get a copy?","conversation MT25","getEnrollmentContext (READ): Programa, track, source, role, stage, eligibility, consent state. Guardrail: No modifica state. getExpectedAccessCost (READ): Monto patient-specific y estado de verificación de cobertura. Guardrail: Fuente obligatoria para costo ACCESS. getCoverageStatus (READ): Original Medicare/MA, QMB, supplemental status cuando esté disponible. Guardrail: No inferir por texto libre.","","CRITICAL_FAIL","P0","1","1","1","1","1","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","CRITICAL_FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
